experiment_id,date,description,planner_label,rho_T,rho_Z,ucb_mode,budget,sims_per_backup,horizon,eta_world_obs,eta_world_trans,n_trials,seed_base,mean_return,std_return,sem_return,mean_runtime_s,n_correct_open,n_wrong_open,n_listen_actions
E1,2026-05-03,smoke_mixed,BasicPOMCP,0.0,0.0,nominal,20,5,5,0.0,0.0,2,1,-93.0,0.0,0.0,0.010422199964523315,2,2,6
E1,2026-05-03,smoke_mixed,robust_pomcp,0.0,0.0,nominal,20,5,5,0.0,0.0,2,1,-82.0,155.56349186104046,110.0,0.014582699979655445,4,2,4
