policy,frac,S,Z,V_full,V_proj,eps,err,V_max,valid
greedy,0.2,2,2,12.594956217798833,3.8717127195991115,32.245646796142694,8.723243498199722,40.0,1
greedy,0.4,4,4,12.594956217798833,8.934495894789208,22.080681251524123,3.660460323009625,40.0,1
greedy,0.6,6,6,12.594956217798833,13.376302044605438,12.610885239212429,0.7813458268066054,40.0,1
greedy,0.8,8,8,12.594956217798833,12.831236491128552,7.62993928358509,0.23628027332971868,40.0,1
greedy,1.0,10,10,12.594956217798833,12.594956217495769,8.881784197001252e-15,3.0306424037007673e-10,40.0,1
