m,n_S_in,n_Z_in,V_full,V_proj,certificate,true_error,valid
0.1,1,1,13.619825877144239,1.6812655401681367,36.637468919663725,11.938560336976103,1
0.2,2,2,13.619825877144239,4.137844749912739,31.71828179829265,9.4819811272315,1
0.30000000000000004,3,3,13.619825877144239,6.917705223402958,26.143526864770948,6.7021206537412805,1
0.4,4,4,13.619825877144239,9.598579057101146,20.772861993416186,4.021246820043093,1
0.5,5,5,13.619825877144239,12.120310080372809,15.60212615607066,1.4995157967714299,1
0.6,6,6,13.619825877144239,14.38670002207811,10.553025332427648,0.7668741449338707,1
0.7000000000000001,7,7,13.619825877144239,14.161442204286088,7.390130419967798,0.541616327141849,1
0.8,8,8,13.619825877144239,13.893468561204354,5.23087711075394,0.2736426840601158,1
0.9,9,9,13.619825877144239,13.66635455231295,3.4839581935092543,0.04652867516871062,1
1.0,10,10,13.619825877144239,13.619825876813325,1.3322676295501878e-14,3.3091396289819386e-10,1
