m,n_S_in,n_Z_in,V_full,V_proj,certificate,true_error,valid
0.1,1,1,14.043353017437145,1.6674216916325215,46.665156616734954,12.375931325804624,1
0.2,2,1,14.043353017437145,3.33585366363856,43.328636951226635,10.707499353798585,1
0.30000000000000004,3,2,14.043353017437145,6.938549336265163,36.10535414901592,7.1048036811719815,1
0.4,4,2,14.043353017437145,9.337226656287752,31.268474894607365,4.706126361149392,1
0.5,5,2,14.043353017437145,11.589837717051235,26.71830764116222,2.4535153003859094,1
0.6,6,3,14.043353017437145,15.030951823813648,18.662623328960883,0.9875988063765035,1
0.7000000000000001,7,4,14.043353017437145,14.491859813305341,14.367674217288222,0.4485067958681963,1
0.8,8,4,14.043353017437145,14.02229806790118,11.886276410254041,0.021054949535963985,1
0.9,9,4,14.043353017437145,13.756834072179922,10.08032382935773,0.28651894525722277,1
1.0,10,5,14.043353017437145,14.043353017437145,1.1102230246251565e-14,0.0,1
