m,n_S_in,n_Z_in,V_full,V_proj,certificate,true_error,valid
0.1,1,1,9.34865420858711,1.2897764440575574,37.42044711188488,8.058877764529553,1
0.2,2,2,9.34865420858711,3.035095829245314,33.90819005253174,6.313558379341796,1
0.30000000000000004,3,3,9.34865420858711,4.972071597870948,29.99720081951172,4.376582610716162,1
0.4,4,4,9.34865420858711,6.846716027047288,26.223032753268072,2.5019381815398223,1
0.5,5,5,9.34865420858711,8.610688751540453,22.592504291527653,0.7379654570466574,1
0.6,6,6,9.34865420858711,10.190375190002884,19.087054331766087,0.841720981415774,1
0.7000000000000001,7,7,9.34865420858711,9.803615962459627,16.962495640646054,0.45496175387251725,1
0.8,8,8,9.34865420858711,9.537778504550058,15.324416637860658,0.189124295962948,1
0.9,9,9,9.34865420858711,9.313083399845732,13.898749529254435,0.035570808741377746,1
1.0,10,10,9.34865420858711,9.348654208477534,1.2212453270876722e-14,1.0957634799524385e-10,1
