K,seed,avg_state_frac,avg_obs_frac,avg_frac,V_full,V_max,V_proj,certificate,true_error,valid
1,0,0.1,0.10000000000000002,0.1,13.619825877144239,40.0,0.9542949597999865,38.09001005998774,12.665530917344253,1
1,1,0.1,0.10000000000000002,0.1,13.619825877144239,40.0,0.7296417077367015,38.54166068517973,12.890184169407537,1
1,2,0.1,0.10000000000000002,0.1,13.619825877144239,40.0,0.9998480902551393,38.000303819489716,12.6199777868891,1
1,3,0.1,0.10000000000000002,0.1,13.619825877144239,40.0,1.6812655401681367,36.637468919663725,11.938560336976103,1
1,4,0.1,0.1,0.1,13.619825877144239,40.0,-0.2331390103458161,39.51460314547326,13.852964887490055,1
2,0,0.2,0.13333333333333333,0.16666666666666669,13.619825877144239,40.0,1.7329874180791283,36.502759792178196,11.88683845906511,1
2,1,0.1375,0.175,0.15625,13.619825877144239,40.0,0.6580535641878719,37.52847962147821,12.961772312956366,1
2,2,0.12500000000000003,0.18333333333333332,0.15416666666666667,13.619825877144239,40.0,1.57568401465967,36.68976868385387,12.044141862484569,1
2,3,0.16250000000000003,0.175,0.16875,13.619825877144239,40.0,2.344633746652387,35.348367385455525,11.275192130491853,1
2,4,0.1444444444444445,0.2,0.17222222222222225,13.619825877144239,40.0,0.6711513534422732,37.66199979664478,12.948674523701966,1
4,0,0.21785714285714292,0.24545454545454548,0.2316558441558442,13.619825877144239,40.0,3.858271050395146,31.500714614204558,9.761554826749093,1
4,1,0.19999999999999998,0.22000000000000003,0.21000000000000002,13.619825877144239,40.0,2.651964752640259,33.511654364671074,10.96786112450398,1
4,2,0.18846153846153849,0.25,0.21923076923076923,13.619825877144239,40.0,5.190909468903043,29.4851896031148,8.428916408241196,1
4,3,0.2058823529411765,0.2,0.20294117647058824,13.619825877144239,40.0,5.3577311081986805,29.698975746320688,8.262094768945559,1
4,4,0.20857142857142857,0.26153846153846155,0.23505494505494506,13.619825877144239,40.0,3.298328989826926,30.188558585339905,10.321496887317313,1
8,0,0.24084507042253517,0.35,0.2954225352112676,13.619825877144239,40.0,6.55080699779224,23.11502933280041,7.069018879351999,1
8,1,0.2354166666666667,0.29374999999999996,0.26458333333333334,13.619825877144239,40.0,7.297740860141903,24.561456310802043,6.322085017002336,1
8,2,0.2731707317073171,0.3076923076923077,0.2904315196998124,13.619825877144239,40.0,6.588171564385439,26.691185378588393,7.0316543127588,1
8,3,0.25,0.29375000000000007,0.27187500000000003,13.619825877144239,40.0,9.72652780185867,21.032111992384454,3.8932980752855695,1
8,4,0.24590163934426224,0.35294117647058826,0.2994214079074252,13.619825877144239,40.0,10.371525488618701,16.652165923247917,3.2483003885255375,1
16,0,0.3023809523809524,0.3952380952380953,0.34880952380952385,13.619825877144239,40.0,9.933406876458024,15.11082087970235,3.6864190006862145,1
16,1,0.2985294117647058,0.3722222222222223,0.3353758169934641,13.619825877144239,40.0,7.885948776142016,21.11700082782088,5.733877101002222,1
16,2,0.29793814432989685,0.4000000000000001,0.34896907216494844,13.619825877144239,40.0,13.285258171281823,13.101233202107753,0.33456770586241547,1
16,3,0.3136363636363636,0.3954545454545455,0.35454545454545455,13.619825877144239,40.0,12.932753342178295,11.483964683366146,0.6870725349659441,1
16,4,0.3337837837837837,0.3842105263157895,0.3589971550497866,13.619825877144239,40.0,12.82161032405671,9.12167349168202,0.7982155530875286,1
32,0,0.38888888888888884,0.4785714285714286,0.43373015873015874,13.619825877144239,40.0,13.396040186187845,4.997758268250783,0.22378569095639378,1
32,1,0.3685185185185184,0.44583333333333336,0.4071759259259259,13.619825877144239,40.0,11.109528064747572,14.738330263857387,2.510297812396667,1
32,2,0.36742424242424243,0.46785714285714286,0.41764069264069265,13.619825877144239,40.0,13.434392179916829,5.498059303660958,0.18543369722740977,1
32,3,0.363779527559055,0.46666666666666673,0.4152230971128609,13.619825877144239,40.0,13.713132636649988,7.758914080185441,0.09330675950574907,1
32,4,0.3713178294573643,0.47407407407407404,0.42269595176571917,13.619825877144239,40.0,13.49462948919846,5.378212985387176,0.12519638794577936,1
64,0,0.42654320987654315,0.5551724137931033,0.49085781183482324,13.619825877144239,40.0,13.458978368985367,2.7913766120972294,0.16084750815887183,1
64,1,0.4183098591549296,0.5222222222222223,0.4702660406885759,13.619825877144239,40.0,13.515804684512357,3.5666981348373827,0.10402119263188148,1
64,2,0.42901234567901236,0.5366666666666666,0.4828395061728395,13.619825877144239,40.0,13.418887548110572,4.585748424777605,0.20093832903366682,1
64,3,0.4140845070422535,0.5222222222222223,0.4681533646322379,13.619825877144239,40.0,13.456028879412818,4.705735615019609,0.16379699773142065,1
64,4,0.4132867132867132,0.5071428571428571,0.46021478521478515,13.619825877144239,40.0,13.531777829258893,5.692847814248153,0.08804804788534604,1
128,0,0.48125,0.5833333333333335,0.5322916666666667,13.619825877144239,40.0,13.4944405797325,2.582868033047714,0.12538529741173932,1
128,1,0.46309523809523817,0.5758620689655172,0.5194786535303777,13.619825877144239,40.0,13.528564048982902,2.6120687650841123,0.09126182816133621,1
128,2,0.47282051282051274,0.5878787878787879,0.5303496503496503,13.619825877144239,40.0,13.58516681103822,3.0017853033380604,0.03465906610601799,1
128,3,0.47923497267759557,0.5870967741935484,0.533165873435572,13.619825877144239,40.0,13.607615306919413,3.0170588906700413,0.01221057022482519,1
128,4,0.4727272727272727,0.5833333333333334,0.5280303030303031,13.619825877144239,40.0,13.483927541536419,3.33409222163473,0.13589833560781983,1
256,0,0.5344660194174757,0.640625,0.5875455097087379,13.619825877144239,40.0,13.543913471197383,2.3041275958589944,0.07591240594685544,1
256,1,0.5387931034482759,0.66,0.599396551724138,13.619825877144239,40.0,13.545961104116296,2.203102625605818,0.07386477302794248,1
256,2,0.525,0.621875,0.5734375,13.619825877144239,40.0,13.638295489156835,2.875614258244191,0.01846961201259667,1
256,3,0.5333333333333333,0.6424242424242426,0.5878787878787879,13.619825877144239,40.0,13.560871809363514,2.159915598289326,0.058954067780724984,1
256,4,0.5314893617021277,0.6685714285714287,0.6000303951367782,13.619825877144239,40.0,13.552174215013268,2.1589231995749536,0.06765166213097018,1
