experiment_id,date,description,planner_label,rho_T,rho_Z,ucb_mode,budget,sims_per_backup,horizon,eta_world_obs,eta_world_trans,n_trials,seed_base,mean_return,std_return,sem_return,mean_runtime_s,n_correct_open,n_wrong_open,n_listen_actions
E1,2026-04-25,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,500,5,5,0.0,0.0,100,1,-46.91,82.5343632138221,8.25343632138221,0.018350000381469726,177,62,261
E1,2026-04-25,baseline_basicpomcp_vs_rho0,robust_pomcp,0.0,0.0,nominal,500,5,5,0.0,0.0,100,1,-38.22,79.6754249021198,7.96754249021198,0.03462999820709228,193,55,252
