Support,V_full,V_proj,certificate,true_error,delta_b_contribution,delta_K_contribution,leakage_contribution
0.1,11.04876562365686,0.6162244202290993,56.8151186090897,10.432541203427762,0.0,0.0,56.8151186090897
0.325,11.04876562365686,3.0382160933228817,48.65494887420307,8.010549530333979,0.0,0.0,48.65494887420307
0.55,11.04876562365686,5.283292274577448,40.39187242594852,5.765473349079413,0.0,0.0,40.39187242594853
0.775,11.04876562365686,12.82279827583514,18.076760852870954,1.7740326521782794,0.0,0.0,18.076760852870954
1.0,11.04876562365686,11.04876562365686,9.992007221626409e-15,0.0,0.0,0.0,9.992007221626409e-15
