experiment_id,date,description,planner_label,rho_T,rho_Z,ucb_mode,budget,sims_per_backup,horizon,eta_world_obs,eta_world_trans,n_trials,seed_base,mean_return,std_return,sem_return,mean_runtime_s,n_correct_open,n_wrong_open,n_listen_actions
E1,2026-05-08,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,100,1,-40.42,72.53869465479939,7.253869465479939,0.03199857499887002,173,55,272
E1,2026-05-08,baseline_basicpomcp_vs_rho0,robust_pomcp,0.0,0.0,nominal,100,5,5,0.0,0.0,100,1,-45.92,76.48366564902018,7.648366564902018,0.09428282599837985,177,61,262
