experiment_id,date,description,planner_label,rho_T,rho_Z,ucb_mode,budget,sims_per_backup,horizon,eta_world_obs,eta_world_trans,trial_seed,episode_return,runtime_s,n_correct_open,n_wrong_open,n_listen_actions
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,1,6.0,0.14860050001880154,1,0,4
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,2,-93.0,0.1000610000337474,1,1,3
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,3,6.0,0.08980229997541755,1,0,4
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,4,28.0,0.09968009998556226,3,0,2
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,5,6.0,0.09474020003108308,1,0,4
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,6,17.0,0.0980250000138767,2,0,3
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,7,-93.0,0.09306320000905544,1,1,3
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,8,-82.0,0.08715030003804713,2,1,2
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,9,-93.0,0.09369950002292171,1,1,3
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,10,39.0,0.09064329997636378,4,0,1
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,11,-82.0,0.0961626999778673,2,1,2
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,12,28.0,0.10261880001053214,3,0,2
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,13,6.0,0.09905399999115616,1,0,4
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,14,28.0,0.09989360003964975,3,0,2
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,15,-82.0,0.07671220001066104,2,1,2
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,16,28.0,0.09376999997766688,3,0,2
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,17,-93.0,0.13372199999867007,1,1,3
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,18,-93.0,0.09033289999933913,1,1,3
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,19,-93.0,0.08624089998193085,1,1,3
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,20,-181.0,0.10339160001603886,2,2,1
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,21,17.0,0.12776649999432266,2,0,3
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,22,-71.0,0.10712850000709295,3,1,1
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,23,-71.0,0.09506259998306632,3,1,1
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,24,28.0,0.09155499999178573,3,0,2
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,25,-93.0,0.08209060004446656,1,1,3
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,26,-93.0,0.09715509996749461,1,1,3
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,27,50.0,0.08861499995691702,5,0,0
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,28,17.0,0.08542710001347587,2,0,3
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,29,-5.0,0.0845981000456959,0,0,5
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,30,6.0,0.09348120004869998,1,0,4
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,31,-82.0,0.1264085000148043,2,1,2
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,32,28.0,0.10482529998989776,3,0,2
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,33,-181.0,0.10028410004451871,2,2,1
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,34,17.0,0.09298079996369779,2,0,3
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,35,-93.0,0.08728659996995702,1,1,3
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,36,28.0,0.09768279996933416,3,0,2
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,37,28.0,0.10211999999592081,3,0,2
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,38,-82.0,0.09692709997761995,2,1,2
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,39,-82.0,0.09467179997591302,2,1,2
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,40,17.0,0.09769890003371984,2,0,3
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,41,6.0,0.10614569997414947,1,0,4
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,42,-181.0,0.10499019996495917,2,2,1
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,43,-93.0,0.15778069995576516,1,1,3
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,44,-60.0,0.09985449997475371,4,1,0
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,45,39.0,0.09802249999484047,4,0,1
