experiment_id,date,description,planner_label,rho_T,rho_Z,ucb_mode,budget,sims_per_backup,horizon,eta_world_obs,eta_world_trans,n_trials,seed_base,mean_return,std_return,sem_return,mean_runtime_s,n_correct_open,n_wrong_open,n_listen_actions
E1,2026-05-10,baseline_basicpomcp_vs_rho0,BasicPOMCP,0.0,0.0,nominal,100,5,5,0.0,0.0,100,1,-31.18,66.58591776377678,6.658591776377678,0.10246638700074982,185.0,47.0,268.0
E1,2026-05-10,baseline_basicpomcp_vs_rho0,robust_pomcp,0.0,0.0,nominal,100,5,5,0.0,0.0,100,1,-32.28,66.30448283822479,6.630448283822479,0.32980584000004454,184.0,48.0,268.0
